X,Y,OBJECTID,NCESSCH,NMCNTY,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,STUTERATIO,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-84.68336871,33.74084258,20327,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Mount Carmel Elementary School,2356 Fairburn Rd,,,Douglasville,GA,30135,    ,(770)651-4200,KG,5,Not a virtual school,329,298,31,,78,72,69,75,80,87,,,,,,,,,461,461,2,75,278,70,1,32,30,33.740849,-84.683373,21-Suburb: Large,15.37,Not Applicable,1,1,1,2,39,36,144,134,31,39,0,1,19,13,235,226,1,,,Regular school,Currently operational ,Elementary,3,No,No
-84.74351669,33.74311058,20328,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Douglas County High School,8705 Campbellton St,,,Douglasville,GA,30134,    ,(770)651-6500,9,12,Not a virtual school,1226,1073,153,,,,,,,,,,,526,528,478,427,,1959,1959,5,255,1284,305,3,70,111.1999969,33.743117,-84.743521,21-Suburb: Large,17.62,Not Applicable,1,4,16,21,139,116,635,649,151,154,1,2,29,41,972,987,1,,,Regular school,Currently operational ,High,37,No,No
-84.71745971,33.69628159,20329,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Chapel Hill Middle School,3989 Chapel Hill Rd,,,Douglasville,GA,30135,    ,(770)651-5000,6,8,Not a virtual school,630,524,106,,,,,,,,408,348,425,,,,,,1181,1181,1,136,711,223,7,80,64.5,33.696288,-84.717464,21-Suburb: Large,18.31,Not Applicable,0,1,7,16,73,63,376,335,123,100,5,2,46,34,630,551,1,,,Regular school,Currently operational ,Middle,23,No,No
-84.66094272,33.78616457,20330,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Lithia Springs Elementary School,6946 Florence Dr,,,Lithia Springs,GA,30122,    ,(770)651-4100,KG,5,Not a virtual school,409,380,29,,82,88,68,95,85,83,,,,,,,,,501,501,1,223,170,89,1,15,36,33.786171,-84.660947,21-Suburb: Large,13.92,Yes,1,0,1,1,114,109,81,89,52,37,1,0,6,9,256,245,1,,,Regular school,Currently operational ,Elementary,2,No,No
-84.76606369,33.68334259,20331,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Dorsett Shoals Elementary School,5866 Dorsett Shoals Rd,,,Douglasville,GA,30135,    ,(770)651-3700,KG,5,Not a virtual school,320,285,35,,67,72,71,78,84,81,,,,,,,,,453,453,0,68,141,200,1,42,30.5,33.683349,-84.766068,21-Suburb: Large,14.85,Not Applicable,0,0,0,1,40,28,76,65,111,89,1,0,27,15,255,198,1,,,Regular school,Currently operational ,Elementary,1,No,No
-84.78690469,33.68453259,20332,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Alexander High School,6500 Alexander Pkwy,,,Douglasville,GA,30135,    ,(770)651-6000,9,12,Not a virtual school,718,606,112,,,,,,,,,,,536,473,412,470,,1891,1891,1,178,516,1076,2,95,103,33.684539,-84.786909,21-Suburb: Large,18.36,Not Applicable,1,0,10,13,100,78,273,243,542,534,2,0,55,40,983,908,1,,,Regular school,Currently operational ,High,23,No,No
-84.69476271,33.73661258,20333,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Chestnut Log Middle School,2544 Pope Rd,,,Douglasville,GA,30135,    ,(770)651-5100,6,8,Not a virtual school,528,477,51,,,,,,,,232,238,223,,,,,,693,693,0,152,401,98,2,27,43.79999924,33.736619,-84.694767,21-Suburb: Large,15.82,Yes,0,0,6,7,83,69,222,179,49,49,2,0,16,11,378,315,1,,,Regular school,Currently operational ,Middle,13,No,No
-84.65015972,33.74213858,20334,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Factory Shoals Elementary School,2375 Mount Vernon Rd,,,Lithia Springs,GA,30122,    ,(770)651-3900,PK,5,Not a virtual school,564,508,56,20,111,116,116,117,111,117,,,,,,,,,708,708,2,100,456,109,0,34,49.5,33.742145,-84.650164,21-Suburb: Large,14.3,Yes,2,0,1,6,48,52,248,208,55,54,0,0,17,17,371,337,1,,,Regular school,Currently operational ,Elementary,7,No,No
-84.78134968,33.72472959,20335,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Bright Star Elementary School,6300 John West Rd,,,Douglasville,GA,30134,    ,(770)651-3400,PK,5,Not a virtual school,369,329,40,13,70,60,73,101,77,83,,,,,,,,,477,477,2,68,310,67,1,20,31,33.724736,-84.781354,21-Suburb: Large,15.39,Yes,0,2,5,4,39,29,152,158,37,30,0,1,14,6,247,230,1,,,Regular school,Currently operational ,Elementary,9,No,No
-84.65763072,33.75295658,20336,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Sweetwater Elementary School,2505 E County Line Rd,,,Lithia Springs,GA,30122,    ,(770)651-4600,KG,5,Not a virtual school,466,436,30,,90,92,84,107,81,116,,,,,,,,,570,570,0,149,291,91,2,30,35.5,33.752963,-84.657635,21-Suburb: Large,16.06,Yes,0,0,4,3,70,79,161,130,44,47,1,1,16,14,296,274,1,,,Regular school,Currently operational ,Elementary,7,No,No
-84.7295577,33.75500958,20337,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Burnett Elementary School,8277 Connally Dr,,,Douglasville,GA,30134,    ,(770)651-3500,PK,5,Not a virtual school,339,321,18,6,54,60,52,66,78,61,,,,,,,,,377,377,0,42,291,25,0,10,28.5,33.755016,-84.729562,21-Suburb: Large,13.23,Yes,0,0,5,4,23,19,145,146,10,15,0,0,4,6,187,190,1,,,Regular school,Currently operational ,Elementary,9,No,No
-84.7276017,33.75480358,20338,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Eastside Elementary School,8266 Connally Dr,,,Douglasville,GA,30134,    ,(770)651-3800,KG,5,Not a virtual school,455,411,44,,68,94,78,100,72,97,,,,,,,,,509,509,1,113,333,40,0,19,35,33.75481,-84.727606,21-Suburb: Large,14.54,Yes,0,1,1,2,61,52,164,169,24,16,0,0,14,5,264,245,1,,,Regular school,Currently operational ,Elementary,3,No,No
-84.72185671,33.67314059,20339,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Chapel Hill High School,4899 Chapel Hill Rd,,,Douglasville,GA,30135,    ,(770)651-6200,9,12,Not a virtual school,607,500,107,,,,,,,,,,,324,389,378,326,,1417,1417,0,146,798,380,3,66,82.09999847,33.673147,-84.721861,41-Rural: Fringe,17.26,Not Applicable,0,0,12,12,76,70,398,400,187,193,1,2,33,33,707,710,1,,,Regular school,Currently operational ,High,24,No,No
-84.72218071,33.67083259,20340,1.30186E+11,Douglas County,2017-2018,GA,1301860,GA-648,Douglas County,Holly Springs Elementary,4909 W Chapel Hill Rd,,,Douglasville,GA,30135,    ,(770)651-4000,PK,5,Not a virtual school,250,208,42,10,90,81,74,98,97,110,,,,,,,,,560,560,0,74,329,117,0,30,35,33.670839,-84.722185,41-Rural: Fringe,16,Not Applicable,0,0,4,6,35,39,170,159,63,54,0,0,12,18,284,276,1,,,Regular school,Currently operational ,Elementary,10,No,No
-84.56962476,33.38618865,20341,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Huddleston Elementary School,200 McIntosh Trl,,,Peachtree City,GA,30269,    ,(770)631-3255,PK,5,Not a virtual school,162,133,29,27,84,92,82,106,100,103,,,,,,,,,594,594,4,113,32,363,0,38,41.5,33.386195,-84.569629,21-Suburb: Large,14.31,Not Applicable,3,1,21,23,55,58,20,12,190,173,0,0,18,20,307,287,1,,,Regular school,Currently operational ,Elementary,44,No,No
-84.59222576,33.40841865,20342,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Peachtree City Elementary School,201 Wisdom Rd,,,Peachtree City,GA,30269,    ,(770)631-3250,PK,5,Not a virtual school,48,34,14,27,72,72,82,75,89,90,,,,,,,,,507,507,1,58,48,281,1,21,36.5,33.408425,-84.59223,21-Suburb: Large,13.89,Not Applicable,0,1,43,54,32,26,22,26,128,153,1,0,11,10,237,270,1,,,Regular school,Currently operational ,Elementary,97,No,No
-84.56993676,33.40188365,20343,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Booth Middle School,250 S Peachtree Pkwy,,,Peachtree City,GA,30269,    ,(770)631-3240,6,8,Not a virtual school,175,146,29,,,,,,,,397,382,416,,,,,,1195,1195,4,136,106,758,0,50,75,33.40189,-84.569941,21-Suburb: Large,15.93,Not Applicable,2,2,68,73,77,59,49,57,406,352,0,0,21,29,623,572,1,,,Regular school,Currently operational ,Middle,141,No,No
-84.59843075,33.43005964,20344,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Kedron Elementary School,200 Kedron Dr,,,Peachtree City,GA,30269,    ,(770)486-2700,PK,5,Not a virtual school,88,71,17,25,91,90,109,103,97,107,,,,,,,,,622,622,3,69,93,291,0,35,43,33.430066,-84.598435,21-Suburb: Large,14.47,Not Applicable,0,3,72,59,37,32,47,46,145,146,0,0,16,19,317,305,1,,,Regular school,Currently operational ,Elementary,131,No,No
-84.46823979,33.44031863,20345,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Spring Hill Elementary School,100 Bradford Sq,,,Fayetteville,GA,30215,    ,(770)460-3432,PK,5,Not a virtual school,429,347,82,34,121,114,110,100,132,117,,,,,,,,,728,728,1,94,356,159,0,71,51.5,33.440325,-84.468244,21-Suburb: Large,14.14,Yes,0,1,21,26,43,51,186,170,71,88,0,0,39,32,360,368,1,,,Regular school,Currently operational ,Elementary,47,No,No
-84.56291176,33.41670564,20346,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,McIntosh High School,201 Walt Banks Rd,,,Peachtree City,GA,30269,    ,(770)631-3232,9,12,Not a virtual school,192,151,41,,,,,,,,,,,468,425,410,423,,1726,1726,7,196,184,1059,0,98,95,33.416712,-84.562916,21-Suburb: Large,18.17,Not Applicable,2,5,83,99,93,103,97,87,523,536,0,0,47,51,845,881,1,,,Regular school,Currently operational ,High,182,No,No
-84.47086079,33.51182162,20347,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,North Fayette Elementary School,609 Kenwood Rd,,,Fayetteville,GA,30214,    ,(770)460-3570,PK,5,Not a virtual school,358,307,51,25,87,80,110,127,96,109,,,,,,,,,634,634,1,103,403,57,0,47,43,33.511828,-84.470865,21-Suburb: Large,14.74,Yes,1,0,8,15,51,52,200,203,28,29,0,0,27,20,315,319,1,,,Regular school,Currently operational ,Elementary,23,No,No
-84.54395377,33.37992465,20348,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Oak Grove Elementary School,101 Crosstown Dr,,,Peachtree City,GA,30269,    ,(770)631-3260,PK,5,Not a virtual school,137,102,35,34,72,75,94,72,83,89,,,,,,,,,519,519,1,81,69,266,0,33,41,33.379931,-84.543958,21-Suburb: Large,12.66,Not Applicable,1,0,36,33,42,39,40,29,136,130,0,0,17,16,272,247,1,,,Regular school,Currently operational ,Elementary,69,No,No
-84.53666077,33.37023865,20349,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Braelinn Elementary School,975 Robinson Rd,,,Peachtree City,GA,30269,    ,(770)631-5410,PK,5,Not a virtual school,19,14,5,6,78,75,82,82,98,105,,,,,,,,,526,526,1,27,18,421,1,24,37.5,33.370245,-84.536665,21-Suburb: Large,14.03,Not Applicable,0,1,16,18,15,12,7,11,214,207,1,0,14,10,267,259,1,,,Regular school,Currently operational ,Elementary,34,No,No
-84.57012776,33.49402763,20350,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Robert J. Burch Elementary School,330 Jenkins Rd,,,Tyrone,GA,30290,    ,(770)969-2820,PK,5,Not a virtual school,295,253,42,26,63,79,79,97,88,94,,,,,,,,,526,526,2,162,211,105,0,32,45,33.494034,-84.570132,41-Rural: Fringe,11.69,Yes,1,1,7,7,78,84,114,97,49,56,0,0,15,17,264,262,1,,,Regular school,Currently operational ,Elementary,14,No,No
-84.47514279,33.38746565,20351,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Whitewater Middle School,1533 Highway 85 S,,,Fayetteville,GA,30215,    ,(770)460-3450,6,8,Not a virtual school,180,150,30,,,,,,,,286,310,289,,,,,,885,885,3,61,183,569,2,44,66,33.387472,-84.475147,21-Suburb: Large,13.41,Not Applicable,3,0,12,11,27,34,102,81,290,279,2,0,23,21,459,426,1,,,Regular school,Currently operational ,Middle,23,No,No
-84.56936276,33.49608263,20352,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Flat Rock Middle School,325 Jenkins Rd,,,Tyrone,GA,30290,    ,(770)969-2830,6,8,Not a virtual school,354,314,40,,,,,,,,246,285,267,,,,,,798,798,1,147,464,133,2,25,58,33.496089,-84.569367,41-Rural: Fringe,13.76,Yes,1,0,12,14,79,68,241,223,71,62,1,1,13,12,418,380,1,,,Regular school,Currently operational ,Middle,26,No,No
-84.51760378,33.34207466,20353,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Starrs Mill High School,193 Panther Path,,,Fayetteville,GA,30215,    ,(770)486-2710,9,12,Not a virtual school,92,72,20,,,,,,,,,,,355,366,349,343,,1413,1413,0,94,120,1074,4,52,88,33.342081,-84.517608,41-Rural: Fringe,16.06,Not Applicable,0,0,30,39,42,52,54,66,553,521,2,2,27,25,708,705,1,,,Regular school,Currently operational ,High,69,No,No
-84.51954078,33.34207066,20354,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Rising Starr Middle School,183 Panther Path,,,Fayetteville,GA,30215,    ,(770)486-2721,6,8,Not a virtual school,83,63,20,,,,,,,,281,295,315,,,,,,891,891,2,75,79,641,7,35,60,33.342077,-84.519545,41-Rural: Fringe,14.85,Not Applicable,1,1,26,26,44,31,40,39,309,332,5,2,16,19,441,450,1,,,Regular school,Currently operational ,Middle,52,No,No
-84.57329776,33.49395663,20355,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Sandy Creek High School,360 Jenkins Rd,,,Tyrone,GA,30290,    ,(770)969-2840,9,12,Not a virtual school,407,350,57,,,,,,,,,,,289,260,293,270,,1112,1112,7,175,638,205,2,55,88,33.493963,-84.573302,41-Rural: Fringe,12.64,Not Applicable,3,4,16,14,90,85,332,306,114,91,1,1,34,21,590,522,1,,,Regular school,Currently operational ,High,30,No,No
-84.46040679,33.45467363,20356,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Fayette County High School,1 Tiger Trl,,,Fayetteville,GA,30214,    ,(770)460-3540,9,12,Not a virtual school,559,425,134,,,,,,,,,,,353,318,360,346,,1377,1377,5,160,798,235,2,93,93.5,33.45468,-84.460411,21-Suburb: Large,14.73,Not Applicable,4,1,42,42,75,85,374,424,116,119,2,0,50,43,663,714,1,,,Regular school,Currently operational ,High,84,No,No
-84.52292078,33.34242266,20357,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Peeples Elementary School,153 Panther Path,,,Fayetteville,GA,30215,    ,(770)486-2734,PK,5,Not a virtual school,66,57,9,7,97,101,105,122,143,134,,,,,,,,,709,709,3,60,27,552,1,23,46,33.342429,-84.522925,41-Rural: Fringe,15.41,Not Applicable,2,1,17,26,34,26,11,16,295,257,1,0,13,10,373,336,1,,,Regular school,Currently operational ,Elementary,43,No,No
-84.46468279,33.45589463,20358,1.30213E+11,Fayette County,2017-2018,GA,1302130,GA-656,Fayette County,Fayetteville Elementary School,490 Hood Ave,,,Fayetteville,GA,30214,    ,(770)460-3560,PK,5,Not a virtual school,240,192,48,25,69,67,82,80,69,83,,,,,,,,,475,475,2,65,288,69,0,30,33.5,33.455901,-84.464687,21-Suburb: Large,14.18,Yes,2,0,13,8,31,34,159,129,35,34,0,0,14,16,254,221,1,,,Regular school,Currently operational ,Elementary,21,No,No
-84.08686686,34.23845945,20359,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Chattahoochee Elementary School,2800 Holtzclaw Rd,,,Cumming,GA,30041,    ,(770)781-2240,PK,5,Not a virtual school,220,192,28,30,95,124,117,116,118,126,,,,,,,,,726,726,3,151,11,517,0,30,50.79999924,34.238466,-84.086871,21-Suburb: Large,14.29,Not Applicable,1,2,9,5,83,68,6,5,265,252,0,0,17,13,381,345,1,,,Regular school,Currently operational ,Elementary,14,No,No
-84.10724285,34.27779444,20360,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,North Forsyth High School,3635 Coal Mountain Dr,,,Cumming,GA,30028,    ,(770)781-6637,9,12,Not a virtual school,484,414,70,,,,,,,,,,,662,653,596,578,,2489,2489,9,314,67,1988,1,73,139.1000061,34.277801,-84.107247,21-Suburb: Large,17.89,Not Applicable,4,5,12,25,152,162,39,28,1040,948,0,1,37,36,1284,1205,1,,,Regular school,Currently operational ,High,37,No,No
-84.13740384,34.21846346,20361,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Otwell Middle School,605 Tribble Gap Rd,,,Cumming,GA,30040,    ,(770)887-5248,6,8,Not a virtual school,508,444,64,,,,,,,,458,430,421,,,,,,1309,1309,6,389,65,741,1,34,89.40000153,34.21847,-84.137408,21-Suburb: Large,14.64,Yes,4,2,36,37,209,180,29,36,374,367,1,0,15,19,668,641,1,,,Regular school,Currently operational ,Middle,73,No,No
-84.23412682,34.15808547,20362,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Midway Elementary School,4805 Atlanta Hwy,,,Alpharetta,GA,30004,    ,(770)475-6670,PK,5,Not a virtual school,130,108,22,16,110,116,90,109,105,90,,,,,,,,,636,636,7,136,30,233,0,22,42.40000153,34.158092,-84.234131,21-Suburb: Large,15,Not Applicable,2,5,111,97,65,71,14,16,117,116,0,0,12,10,321,315,1,,,Regular school,Currently operational ,Elementary,208,No,No
-84.17768984,34.11285948,20363,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Big Creek Elementary School,1994 Peachtree Pkwy,,,Cumming,GA,30041,    ,(770)887-4584,PK,5,Not a virtual school,32,29,3,8,115,111,121,133,150,134,,,,,,,,,772,772,0,41,22,274,0,20,49,34.112866,-84.177694,21-Suburb: Large,15.76,Not Applicable,0,0,225,190,20,21,10,12,141,133,0,0,5,15,401,371,1,,,Regular school,Currently operational ,Elementary,415,No,No
-84.10583686,34.16836147,20364,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Mashburn Elementary School,3777 Samples Rd,,,Cumming,GA,30041,    ,(770)889-1630,PK,5,Not a virtual school,152,138,14,21,111,117,104,113,111,105,,,,,,,,,682,682,8,127,19,410,0,35,46.5,34.168368,-84.105841,21-Suburb: Large,14.67,Not Applicable,6,2,43,40,68,59,8,11,205,205,0,0,15,20,345,337,1,,,Regular school,Currently operational ,Elementary,83,No,No
-84.13984684,34.21599946,20365,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Forsyth Central High School,131 Almon C. Hill Drive,,,Cumming,GA,30040,    ,(770)887-8151,9,12,Not a virtual school,667,588,79,,,,,,,,,,,707,683,612,536,,2538,2538,10,637,76,1652,2,72,146.8000031,34.216006,-84.139851,21-Suburb: Large,17.29,Not Applicable,3,7,47,42,332,305,41,35,870,782,0,2,40,32,1333,1205,1,,,Regular school,Currently operational ,High,89,No,No
-84.13536985,34.22060046,20366,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Cumming Elementary School,540 Dahlonega St,,,Cumming,GA,30040,    ,(770)887-7749,PK,5,Not a virtual school,616,557,59,24,160,143,166,159,172,154,,,,,,,,,978,978,7,538,24,383,0,17,76,34.220607,-84.135374,21-Suburb: Large,12.87,Yes,4,3,1,8,294,244,13,11,210,173,0,0,9,8,531,447,1,,,Regular school,Currently operational ,Elementary,9,No,No
-84.14249085,34.13652747,20367,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Daves Creek Elementary School,3740 Melody Mizer Ln,,,Cumming,GA,30041,    ,(770)888-1222,PK,5,Not a virtual school,34,27,7,17,175,189,190,224,208,181,,,,,,,,,1184,1184,12,51,33,230,1,23,67.09999847,34.136534,-84.142495,21-Suburb: Large,17.65,Not Applicable,6,6,432,402,22,29,21,12,119,111,0,1,11,12,611,573,1,,,Regular school,Currently operational ,Elementary,834,No,No
-84.10602685,34.27392844,20368,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Coal Mountain Elementary School,3455 Coal Mountain Dr,,,Cumming,GA,30028,    ,(770)887-7705,PK,5,Not a virtual school,137,117,20,13,108,110,125,109,133,127,,,,,,,,,725,725,1,82,54,529,0,26,49,34.273935,-84.106031,21-Suburb: Large,14.8,Not Applicable,1,0,22,11,43,39,24,30,297,232,0,0,12,14,399,326,1,,,Regular school,Currently operational ,Elementary,33,No,No
-84.17127384,34.14852447,20369,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,South Forsyth High School,585 Peachtree Pkwy,,,Cumming,GA,30041,    ,(770)781-2264,9,12,Not a virtual school,318,272,46,,,,,,,,,,,985,857,864,736,,3442,3442,10,341,166,2015,3,84,183.6000061,34.148531,-84.171278,21-Suburb: Large,18.75,Not Applicable,2,8,398,425,186,155,73,93,986,1029,2,1,40,44,1687,1755,1,,,Regular school,Currently operational ,High,823,No,No
-84.22483482,34.17673447,20370,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Vickery Creek Elementary School,6280 Post Rd,,,Cumming,GA,30040,    ,(770)346-0040,PK,5,Not a virtual school,67,54,13,38,168,175,222,188,195,215,,,,,,,,,1201,1201,6,84,37,807,0,53,70.40000153,34.176741,-84.224839,21-Suburb: Large,17.06,Not Applicable,1,5,104,110,50,34,18,19,436,371,0,0,32,21,641,560,1,,,Regular school,Currently operational ,Elementary,214,No,No
-84.17583883,34.24116845,20371,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Sawnee Elementary School,1616 Canton Hwy,,,Cumming,GA,30040,    ,(770)887-6161,PK,5,Not a virtual school,318,282,36,37,227,225,234,211,238,232,,,,,,,,,1404,1404,5,252,44,968,0,53,89,34.241175,-84.175843,21-Suburb: Large,15.78,Not Applicable,3,2,43,39,123,129,18,26,493,475,0,0,28,25,708,696,1,,,Regular school,Currently operational ,Elementary,82,No,No
-84.10362585,34.27783444,20372,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,North Forsyth Middle School,3645 Coal Mountain Dr,,,Cumming,GA,30028,    ,(770)889-0743,6,8,Not a virtual school,211,178,33,,,,,,,,392,359,374,,,,,,1125,1125,8,135,59,868,1,31,62.20000076,34.277841,-84.10363,21-Suburb: Large,18.09,Not Applicable,6,2,10,13,71,64,31,28,460,408,0,1,17,14,595,530,1,,,Regular school,Currently operational ,Middle,23,No,No
-84.22307482,34.17876547,20373,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Vickery Creek Middle School,6240 Post Rd,,,Cumming,GA,30040,    ,(770)667-2580,6,8,Not a virtual school,77,63,14,,,,,,,,411,403,432,,,,,,1246,1246,5,103,39,924,0,29,68.40000153,34.178772,-84.223079,21-Suburb: Large,18.22,Not Applicable,4,1,73,73,54,49,23,16,489,435,0,0,14,15,657,589,1,,,Regular school,Currently operational ,Middle,146,No,No
-84.15296385,34.11588748,20374,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,South Forsyth Middle School,4670 Windermere Parkway,,,Cumming,GA,30041,    ,(770)888-3170,6,8,Not a virtual school,44,37,7,,,,,,,,427,417,461,,,,,,1305,1305,3,62,31,736,2,36,74.30000305,34.115894,-84.152968,21-Suburb: Large,17.56,Not Applicable,3,0,216,219,35,27,12,19,394,342,0,2,24,12,684,621,1,,,Regular school,Currently operational ,Middle,435,No,No
-84.10643686,34.12312748,20375,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Settles Bridge Elementary School,600 James Burgess Rd,,,Suwanee,GA,30024,    ,(770)887-1883,PK,5,Not a virtual school,63,50,13,20,132,163,182,171,199,220,,,,,,,,,1087,1087,7,65,54,388,0,43,64,34.123134,-84.106441,21-Suburb: Large,16.98,Not Applicable,5,2,268,262,28,37,31,23,189,199,0,0,19,24,540,547,1,,,Regular school,Currently operational ,Elementary,530,No,No
-84.20439882,34.29028644,20376,1.30222E+11,Forsyth County,2017-2018,GA,1302220,GA-658,Forsyth County,Matt Elementary School,7455 Wallace Tatum Rd,,,Cumming,GA,30028,    ,(678)455-4500,PK,5,Not a virtual school,262,214,48,26,183,204,182,164,196,223,,,,,,,,,1178,1178,4,168,26,941,0,25,74.19999695,34.290293,-84.204403,21-Suburb: Large,15.88,Not Applicable,1,3,7,7,98,70,13,13,500,441,0,0,12,13,631,547,1,,,Regular school,Currently operational ,Elementary,14,No,No
-84.3944428,33.66648258,20377,1.30012E+11,Fulton County,2017-2018,GA,1300120,GA-761,Atlanta Public Schools,Long Middle School,3200 Latona Dr SW,,,Atlanta,GA,30354,    ,(404)802-4800,6,8,Not a virtual school,723,723,0,,,,,,,,256,239,228,,,,,,723,723,1,60,661,0,1,0,45.79999924,33.666489,-84.394447,11-City: Large,15.79,Yes,0,1,0,0,30,30,347,314,0,0,1,0,0,0,378,345,1,,,Regular school,Currently operational ,Middle,0,No,No
-84.44932878,33.78581156,20378,1.30012E+11,Fulton County,2017-2018,GA,1300120,GA-761,Atlanta Public Schools,Boyd Elementary School,1891 Johnson Rd NW,,,Atlanta,GA,30318,    ,(404)802-8150,PK,5,Not a virtual school,483,483,0,39,76,85,78,74,75,56,,,,,,,,,483,483,1,12,468,0,0,2,34,33.785818,-84.449333,11-City: Large,14.21,Yes,1,0,0,0,5,7,251,217,0,0,0,0,2,0,259,224,1,,,Regular school,Currently operational ,Elementary,0,No,No
-84.3805568,33.73859357,20379,1.30012E+11,Fulton County,2017-2018,GA,1300120,GA-761,Atlanta Public Schools,King Middle School,545 Hill St SE,,,Atlanta,GA,30312,    ,(404)802-5400,6,8,Not a virtual school,711,711,0,,,,,,,,283,225,203,,,,,,711,711,1,52,641,10,0,5,48.20000076,33.7386,-84.380561,11-City: Large,14.75,Yes,1,0,1,1,27,25,342,299,6,4,0,0,2,3,379,332,1,,,Regular school,Currently operational ,Middle,2,No,No
