X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,GSLO,GSHI,VIRTUAL,TOTFRL,FRELCH,REDLCH,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,TOTAL,MEMBER,AM,HI,BL,WH,HP,TR,FTE,LATCOD,LONCOD,ULOCALE,NMCNTY,STUTERATIO,TITLEI,STITLEI,AMALM,AMALF,ASALM,ASALF,HIALM,HIALF,BLALM,BLALF,WHALM,WHALF,HPALM,HPALF,TRALM,TRALF,TOTMENROL,TOTFENROL,STATUS,UG,AE,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,SCHOOL_LEVEL,AS,CHARTER_TEXT,MAGNET_TEXT
-9408399.405,3988256.938,19802,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Fickett Elementary School,3935 Rux Rd SW,,Atlanta,GA,30331,    ,(404)802-7850,PK,5,Not Virtual,538,538,0,26,72,75,86,77,103,99,,,,,,,,,538,538,0,12,522,0,0,4,40.70000076,33.697508,-84.517126,11-City: Large,Fulton County,13.2,1-Yes,1-Yes,0,0,0,0,2,10,267,255,0,0,0,0,2,2,271,267,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9404139.314,3995110.728,19803,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Peyton Forest Elementary School,301 Peyton Rd SW,,Atlanta,GA,30311,    ,(404)802-7100,PK,5,Not Virtual,477,477,0,20,60,81,72,67,81,96,,,,,,,,,477,477,1,43,424,1,2,5,35.59999847,33.748737,-84.4788,11-City: Large,Fulton County,13.4,1-Yes,1-Yes,0,1,1,0,17,26,215,209,1,0,1,1,2,3,237,240,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9396108.331,4006302.882,19804,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Sutton Middle School,2875 Northside Dr NW,,Atlanta,GA,30305,    ,(404)802-5600,6,8,Not Virtual,383,356,27,,,,,,,,568,523,523,,,,,,1614,1614,14,420,458,615,0,61,93,33.832219,-84.40666,11-City: Large,Fulton County,17.4,Not Applicable,Not Applicable,6,8,21,25,209,211,236,222,321,294,0,0,30,31,823,791,1,,,Regular school,Currently operational ,Middle,46,No,No
-9406517.355,3996369.198,19805,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Fain Elementary School,101 Hemphill School Rd NW,,Atlanta,GA,30331,    ,(404)802-8600,PK,5,Not Virtual,434,434,0,20,63,75,61,68,81,66,,,,,,,,,434,434,0,48,386,0,0,0,32.70000076,33.758148,-84.50016,11-City: Large,Fulton County,13.3,1-Yes,1-Yes,0,0,0,0,21,27,208,178,0,0,0,0,0,0,229,205,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9405559.345,3985741.912,19806,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Continental Colony Elementary School,3181 Hogan Rd SW,,Atlanta,GA,30331,    ,(404)802-8000,PK,5,Not Virtual,451,451,0,40,70,74,72,73,56,66,,,,,,,,,451,451,0,7,440,0,0,3,34.5,33.678693,-84.491653,11-City: Large,Fulton County,13.1,1-Yes,1-Yes,0,0,0,1,1,6,231,209,0,0,0,0,2,1,234,217,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9402433.919,3993394.855,19807,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Beecher Hills Elementary School,2257 Bolling Brook Dr SW,,Atlanta,GA,30311,    ,(404)802-8300,PK,5,Not Virtual,290,290,0,20,38,44,47,46,43,52,,,,,,,,,290,290,0,4,283,0,0,3,28,33.735871,-84.463546,11-City: Large,Fulton County,10.4,1-Yes,1-Yes,0,0,0,0,2,2,148,135,0,0,0,0,2,1,152,138,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9405348.718,3993901.419,19808,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,West Manor Elementary School,570 Lynhurst Dr SW,,Atlanta,GA,30311,    ,(404)802-3350,KG,5,Not Virtual,278,278,0,,46,40,45,48,49,50,,,,,,,,,278,278,1,36,231,1,2,7,24,33.73968,-84.489725,11-City: Large,Fulton County,11.6,1-Yes,1-Yes,0,1,0,0,18,18,121,110,1,0,1,1,4,3,145,133,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9396855.715,3988338.604,19809,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Perkerson Elementary School,2040 Brewer Blvd SW,,Atlanta,GA,30310,    ,(404)802-3950,PK,5,Not Virtual,424,424,0,41,68,56,64,67,70,58,,,,,,,,,424,424,0,15,406,0,0,3,36.20000076,33.698119,-84.413381,11-City: Large,Fulton County,11.7,1-Yes,1-Yes,0,0,0,0,3,12,218,188,0,0,0,0,2,1,223,201,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9392636.391,4009787.843,19810,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Smith Elementary School,370 Old Ivy Rd NE,,Atlanta,GA,30342,    ,(404)802-3880,KG,5,Not Virtual,175,164,11,,160,159,167,175,147,171,,,,,,,,,979,979,1,213,205,436,0,58,62.59999847,33.858202,-84.375481,11-City: Large,Fulton County,15.6,Not Applicable,Not Applicable,0,1,31,35,113,100,94,111,229,207,0,0,26,32,493,486,1,,,Regular school,Currently operational ,Elementary,66,No,No
-9397100.313,4006008.427,19811,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Brandon Elementary School,2741 Howell Mill Rd NW,,Atlanta,GA,30327,    ,(404)802-7250,KG,5,Not Virtual,82,67,15,,162,184,150,164,164,184,,,,,,,,,1008,1008,2,77,159,678,1,40,69,33.829955,-84.415559,11-City: Large,Fulton County,14.6,Not Applicable,Not Applicable,1,1,26,25,37,40,80,79,341,337,1,0,18,22,504,504,1,,,Regular school,Currently operational ,Elementary,51,No,No
-9390108.873,4001592.507,19812,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Morningside Elementary School,1053 E Rock Springs Rd NE,,Atlanta,GA,30306,    ,(404)802-8950,KG,5,Not Virtual,65,60,5,,165,175,150,163,141,144,,,,,,,,,938,938,0,82,104,620,0,65,62.5,33.797126,-84.352773,11-City: Large,Fulton County,15,Not Applicable,Not Applicable,0,0,41,26,33,49,52,52,327,293,0,0,30,35,483,455,1,,,Regular school,Currently operational ,Elementary,67,No,No
-9397902.053,4011825.319,19813,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Jackson Elementary School,1325 Mount Paran Rd NW,,Atlanta,GA,30327,    ,(404)802-8800,PK,5,Not Virtual,46,38,8,27,106,115,104,119,119,110,,,,,,,,,700,700,0,54,101,457,1,39,50,33.873322,-84.42285,11-City: Large,Fulton County,14,Not Applicable,Not Applicable,0,0,26,22,30,24,42,59,249,208,1,0,20,19,368,332,1,,,Regular school,Currently operational ,Elementary,48,No,No
-9395945.265,3992700.408,19814,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Gideons Elementary School,897 Welch St SW,,Atlanta,GA,30310,    ,(404)802-7700,PK,5,Not Virtual,379,379,0,22,47,66,58,66,58,62,,,,,,,,,379,379,0,9,365,3,0,1,53,33.730693,-84.40528,11-City: Large,Fulton County,7.2,1-Yes,1-Yes,0,0,0,1,4,5,194,171,2,1,0,0,0,1,200,179,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9392289.876,3996262.959,19815,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,The John Hope-Charles Walter Hill Elementary Schools,112 Boulevard NE,,Atlanta,GA,30312,    ,(404)802-7450,PK,5,Not Virtual,446,446,0,41,68,61,76,65,72,63,,,,,,,,,446,446,0,18,404,18,0,5,32.59999847,33.757189,-84.37243,11-City: Large,Fulton County,13.7,1-Yes,1-Yes,0,0,0,1,9,9,195,209,7,11,0,0,3,2,214,232,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9409914.557,3988763.277,19816,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Bunche Middle School,1925 Niskey Lake Rd SW,,Atlanta,GA,30331,    ,(404)802-6700,6,8,Not Virtual,930,930,0,,,,,,,,320,320,290,,,,,,930,930,0,26,902,0,0,2,54.79999924,33.70128,-84.530674,11-City: Large,Fulton County,17,1-Yes,1-Yes,0,0,0,0,13,13,466,436,0,0,0,0,0,2,479,451,1,,,Regular school,Currently operational ,Middle,0,No,No
-9406918.225,3993125.241,19817,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Mays High School,3450 Benjamin E Mays Dr SW,,Atlanta,GA,30331,    ,(404)802-5100,9,12,Not Virtual,1333,1333,0,,,,,,,,,,,400,309,325,299,,1333,1333,1,69,1255,1,0,7,98.09999847,33.733869,-84.50383,11-City: Large,Fulton County,13.6,1-Yes,1-Yes,1,0,0,0,33,36,600,655,0,1,0,0,6,1,640,693,1,,,Regular school,Currently operational ,High,0,No,No
-9405314.746,3992970.011,19818,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Young Middle School,3116 Benjamin E Mays Dr SW,,Atlanta,GA,30311,    ,(404)802-5900,6,8,Not Virtual,798,798,0,,,,,,,,278,255,265,,,,,,798,798,1,63,725,3,1,5,61.5,33.732706,-84.489467,11-City: Large,Fulton County,13,1-Yes,1-Yes,1,0,0,0,35,28,386,339,3,0,1,0,3,2,429,369,1,,,Regular school,Currently operational ,Middle,0,No,No
-9391121.239,3993852.396,19819,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Maynard H. Jackson- Jr. High School,801 Glenwood Ave SE,,Atlanta,GA,30316,    ,(404)802-5200,9,12,Not Virtual,1297,1297,0,,,,,,,,,,,430,313,294,260,,1297,1297,0,79,1012,159,2,36,79.5,33.739305,-84.361895,11-City: Large,Fulton County,16.3,1-Yes,1-Yes,0,0,3,6,35,44,498,514,89,70,2,0,17,19,644,653,1,,,Regular school,Currently operational ,High,9,No,No
-9400429.571,4010941.55,19820,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,North Atlanta High School,4111 Northside Pkwy NW,,Atlanta,GA,30327,    ,(404)802-4700,9,12,Not Virtual,506,448,58,,,,,,,,,,,552,500,480,446,,1978,1978,4,478,752,644,2,63,123.5999985,33.866805,-84.445584,11-City: Large,Fulton County,16,Not Applicable,Not Applicable,2,2,16,19,224,254,370,382,302,342,2,0,28,35,944,1034,1,,,Regular school,Currently operational ,High,35,No,No
-9394851.366,3997922.047,19821,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Centennial Academy,531 Luckie St NW,,Atlanta,GA,30313,    ,(404)802-8550,KG,8,Not Virtual,812,812,0,,92,96,105,97,107,83,86,80,66,,,,,,812,812,3,35,704,26,0,34,68,33.769698,-84.395432,11-City: Large,Fulton County,11.9,1-Yes,1-Yes,1,2,5,5,15,20,368,336,14,12,0,0,21,13,424,388,1,,,Regular school,Currently operational ,Elementary,10,Yes,No
-9397711.81,3993157.921,19822,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Brown Middle School,765 Peeples St SW,,Atlanta,GA,30310,    ,(404)802-6800,6,8,Not Virtual,480,480,0,,,,,,,,162,153,165,,,,,,480,480,1,5,471,0,0,3,37.29999924,33.734051,-84.421142,11-City: Large,Fulton County,12.9,1-Yes,1-Yes,0,1,0,0,3,2,249,222,0,0,0,0,2,1,254,226,1,,,Regular school,Currently operational ,Middle,0,No,No
-9391433.782,3993288.643,19823,1.30012E+11,2018-2019,GA,1300120,GA-761,Atlanta Public Schools,Parkside Elementary School,685 Mercer St SE,,Atlanta,GA,30312,    ,(404)802-4100,PK,5,Not Virtual,581,581,0,57,90,80,95,88,93,78,,,,,,,,,581,581,1,42,357,147,0,30,47.59999847,33.735083,-84.364662,11-City: Large,Fulton County,12.2,1-Yes,1-Yes,0,1,3,1,23,19,187,170,77,70,0,0,13,17,303,278,1,,,Regular school,Currently operational ,Elementary,4,No,No
-9388451.039,4041307.068,19824,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Crabapple Crossing Elementary School,12775 Birmingham Hwy,,Alpharetta,GA,30004,    ,(470)254-7055,PK,5,Not Virtual,19,14,5,8,127,117,117,119,135,151,,,,,,,,,774,774,0,56,27,509,0,41,47.70000076,34.09314,-84.337938,21-Suburb: Large,Fulton County,16.2,Not Applicable,Not Applicable,0,0,81,60,26,30,7,20,238,271,0,0,24,17,376,398,1,,,Regular school,Currently operational ,Elementary,141,No,No
-9401720.507,3986599.246,19825,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Conley Hills Elementary School,2580 Delowe Dr,,East Point,GA,30344,    ,(470)254-8170,PK,5,Not Virtual,612,612,0,44,97,93,96,95,98,89,,,,,,,,,612,612,4,215,366,16,1,10,43.09999847,33.685049,-84.457067,21-Suburb: Large,Fulton County,14.2,1-Yes,1-Yes,3,1,0,0,110,105,204,162,11,5,1,0,5,5,334,278,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9381350.888,4035745.754,19826,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,New Prospect Elementary School,3055 Kimball Bridge Rd,,Alpharetta,GA,30022,    ,(470)254-2800,PK,5,Not Virtual,105,82,23,20,82,98,88,89,94,106,,,,,,,,,577,577,2,76,66,226,1,36,43.79999924,34.051637,-84.274175,13-City: Small,Fulton County,13.2,Not Applicable,Not Applicable,1,1,96,74,38,38,36,30,123,103,0,1,24,12,318,259,1,,,Regular school,Currently operational ,Elementary,170,No,No
-9371573.743,4036984.101,19827,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Findley Oaks Elementary School,5880 Findley Chase Dr,,Duluth,GA,30097,    ,(470)254-3800,PK,5,Not Virtual,36,31,5,43,76,80,94,116,90,103,,,,,,,,,602,602,0,62,61,245,0,36,40.5,34.060837,-84.186345,21-Suburb: Large,Fulton County,14.9,Not Applicable,Not Applicable,0,0,110,88,37,25,32,29,127,118,0,0,22,14,328,274,1,,,Regular school,Currently operational ,Elementary,198,No,No
-9376730.695,4033679.41,19828,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Dolvin Elementary School,10495 Jones Bridge Rd,,Alpharetta,GA,30022,    ,(470)254-7020,PK,5,Not Virtual,78,65,13,1,99,124,133,126,163,160,,,,,,,,,806,806,0,68,82,387,0,42,47.79999924,34.036264,-84.232675,21-Suburb: Large,Fulton County,16.9,Not Applicable,Not Applicable,0,0,115,112,28,40,44,38,192,195,0,0,19,23,398,408,1,,,Regular school,Currently operational ,Elementary,227,No,No
-9408331.461,3974080.355,19829,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Banneker High School,6015 Feldwood Rd,,College Park,GA,30349,    ,(470)254-3410,9,12,Not Virtual,1572,1572,0,,,,,,,,,,,476,430,309,357,,1572,1572,0,55,1494,9,0,13,108.1999969,33.59134,-84.516471,21-Suburb: Large,Fulton County,14.5,1-Yes,1-Yes,0,0,0,1,27,28,704,790,3,6,0,0,5,8,739,833,1,,,Regular school,Currently operational ,High,1,No,No
-9386283.625,4030318.3,19830,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Jackson Elementary School,1400 Martin Rd,,Roswell,GA,30076,    ,(770)594-5290,PK,5,Not Virtual,442,401,41,54,114,93,105,77,97,110,,,,,,,,,650,650,6,348,126,138,1,22,52.5,34.01122,-84.318413,13-City: Small,Fulton County,12.4,1-Yes,1-Yes,4,2,5,4,179,169,75,51,81,57,1,0,11,11,356,294,1,,,Regular school,Currently operational ,Elementary,9,No,No
-9410716.296,3973656.225,19831,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Gullatt Elementary School,6110 Dodson Rd,,Union City,GA,30291,    ,(770)969-3425,PK,5,Not Virtual,705,705,0,46,102,117,117,105,108,110,,,,,,,,,705,705,0,113,573,13,0,5,47,33.588254,-84.537953,21-Suburb: Large,Fulton County,15,1-Yes,1-Yes,0,0,1,0,47,66,300,273,7,6,0,0,2,3,357,348,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9404336.352,3971519.495,19832,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Nolan Elementary School,2725 Creel Rd,,College Park,GA,30349,    ,(470)254-7950,PK,5,Not Virtual,745,745,0,48,109,97,112,133,129,117,,,,,,,,,745,745,1,34,702,3,0,5,52.09999847,33.572346,-84.480648,21-Suburb: Large,Fulton County,14.3,1-Yes,1-Yes,1,0,0,0,10,24,361,341,1,2,0,0,3,2,376,369,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9406965.786,3972074.028,19833,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,S. L. Lewis Elementary School,6201 Connell Rd,,College Park,GA,30349,    ,(470)254-3450,PK,5,Not Virtual,654,654,0,46,78,99,85,104,127,115,,,,,,,,,654,654,1,24,615,6,0,8,43.59999847,33.576497,-84.504182,21-Suburb: Large,Fulton County,15,1-Yes,1-Yes,0,1,0,0,14,10,312,303,4,2,0,0,7,1,337,317,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9384408.37,4039781.127,19834,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Alpharetta Elementary School,192 Mayfield Rd,,Alpharetta,GA,30009,    ,(470)254-7015,PK,5,Not Virtual,77,67,10,52,84,89,85,90,79,88,,,,,,,,,567,567,0,60,61,344,1,21,49.79999924,34.081702,-84.301581,13-City: Small,Fulton County,11.4,Not Applicable,Not Applicable,0,0,52,28,32,28,30,31,169,175,1,0,12,9,296,271,1,,,Regular school,Currently operational ,Elementary,80,No,No
-9388532.572,4027794.021,19835,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Sandy Springs Middle School,8750 Pride Pl,,Atlanta,GA,30350,    ,(470)254-4970,6,8,Not Virtual,572,488,84,,,,,,,,333,306,314,,,,,,953,953,1,255,453,185,0,32,68.30000305,33.99238,-84.338611,12-City: Mid-size,Fulton County,14,1-Yes,1-Yes,1,0,13,14,138,117,221,232,96,89,0,0,20,12,489,464,1,,,Regular school,Currently operational ,Middle,27,No,No
-9395843.349,4038378.427,19836,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Mountain Park Elementary School,11895 Mountain Park Rd,,Roswell,GA,30075,    ,(470)254-4530,PK,5,Not Virtual,38,28,10,15,122,121,117,147,147,144,,,,,,,,,813,813,0,70,50,628,0,34,54.29999924,34.071314,-84.404388,13-City: Small,Fulton County,15,Not Applicable,Not Applicable,0,0,15,16,39,31,31,19,325,303,0,0,18,16,428,385,1,,,Regular school,Currently operational ,Elementary,31,No,No
-9391882.212,4033892.587,19837,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Roswell North Elementary School,10525 Woodstock Rd,,Roswell,GA,30075,    ,(470)254-6320,PK,5,Not Virtual,143,124,19,56,139,133,153,140,128,132,,,,,,,,,881,881,1,102,85,626,0,46,53.29999924,34.037926,-84.368717,13-City: Small,Fulton County,16.5,Not Applicable,Not Applicable,1,0,9,12,51,51,41,44,330,296,0,0,17,29,449,432,1,,,Regular school,Currently operational ,Elementary,21,No,No
-9413277.786,3989245.135,19838,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Randolph Elementary School,5320 Campbellton Rd SW,,Atlanta,GA,30331,    ,(404)346-6520,PK,5,Not Virtual,393,368,25,46,82,80,80,100,77,104,,,,,,,,,569,569,2,7,546,0,0,13,35.79999924,33.704798,-84.560889,21-Suburb: Large,Fulton County,15.9,1-Yes,1-Yes,0,2,0,1,4,3,289,257,0,0,0,0,5,8,298,271,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9397270.173,4017727.044,19839,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Riverwood International Charter School,5900 Raider Dr,,Atlanta,GA,30328,    ,(470)254-1980,9,12,Not Virtual,603,549,54,,,,,,,,,,,510,452,423,353,,1738,1738,0,625,435,586,1,39,100.3000031,33.917463,-84.417105,12-City: Mid-size,Fulton County,17.3,Not Applicable,Not Applicable,0,0,17,35,326,299,217,218,319,267,1,0,14,25,894,844,1,,,Regular school,Currently operational ,High,52,No,No
-9398139.857,3985717.418,19840,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Parklane Elementary School,2809 Blount St,,East Point,GA,30344,    ,(470)254-8070,PK,5,Not Virtual,456,456,0,47,50,67,74,71,76,71,,,,,,,,,456,456,0,150,289,11,0,6,41,33.678414,-84.424949,21-Suburb: Large,Fulton County,11.1,1-Yes,1-Yes,0,0,0,0,77,73,150,139,6,5,0,0,3,3,236,220,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9410825.006,3978918.182,19841,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Lee Elementary School,4600 Scarborough Rd,,College Park,GA,30349,    ,(470)254-8025,PK,5,Not Virtual,486,486,0,40,74,74,69,75,86,68,,,,,,,,,486,486,1,18,453,2,0,11,34.5,33.627748,-84.538899,21-Suburb: Large,Fulton County,14.1,1-Yes,1-Yes,0,1,0,1,11,7,241,212,1,1,0,0,3,8,256,230,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9406028.158,3981431.718,19842,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Brookview Elementary School,3250 Hammarskjold Dr,,East Point,GA,30344,    ,(470)254-8020,PK,5,Not Virtual,503,503,0,43,65,63,82,76,87,87,,,,,,,,,503,503,0,14,475,1,1,12,34.79999924,33.646424,-84.495844,21-Suburb: Large,Fulton County,14.5,1-Yes,1-Yes,0,0,0,0,7,7,246,229,0,1,0,1,5,7,258,245,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9414799.732,3971674.435,19843,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Campbell Elementary School,91 Elder St,,Fairburn,GA,30213,    ,(470)254-3430,PK,5,Not Virtual,708,708,0,30,74,113,110,121,120,140,,,,,,,,,708,708,0,186,498,10,0,14,57.09999847,33.573488,-84.574662,21-Suburb: Large,Fulton County,12.4,1-Yes,1-Yes,0,0,0,0,98,88,258,240,5,5,0,0,10,4,371,337,1,,,Regular school,Currently operational ,Elementary,0,No,No
-9388287.973,4042168.576,19844,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Milton High School,13025 Birmingham Hwy,,Alpharetta,GA,30004,    ,(470)254-7000,9,12,Not Virtual,270,226,44,,,,,,,,,,,582,611,575,599,,2367,2367,1,303,241,1460,1,84,126.4000015,34.099466,-84.336434,21-Suburb: Large,Fulton County,18.7,Not Applicable,Not Applicable,0,1,143,134,141,162,113,128,710,750,0,1,36,48,1143,1224,1,,,Regular school,Currently operational ,High,277,No,No
-9404451.857,3974292.427,19845,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Bethune Elementary School,5925 Old Carriage Dr,,College Park,GA,30349,    ,(470)254-7940,PK,5,Not Virtual,613,613,0,43,75,99,91,104,99,102,,,,,,,,,613,613,0,18,583,1,0,2,45.90000153,33.593125,-84.481618,21-Suburb: Large,Fulton County,13.4,1-Yes,1-Yes,0,0,7,2,6,12,307,276,0,1,0,0,2,0,322,291,1,,,Regular school,Currently operational ,Elementary,9,No,No
-9425568.86,3965983.781,19846,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Palmetto Elementary School,505 Carlton Rd,,Palmetto,GA,30268,    ,(470)254-6100,PK,5,Not Virtual,440,440,0,46,51,69,54,78,77,65,,,,,,,,,440,440,0,70,336,21,0,12,37.09999847,33.530841,-84.671305,21-Suburb: Large,Fulton County,11.9,1-Yes,1-Yes,0,0,0,1,41,29,165,171,11,10,0,0,6,6,223,217,1,,,Regular school,Currently operational ,Elementary,1,No,No
-9389966.191,4023631.818,19847,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Woodland Elementary School,1130 Spalding Dr,,Atlanta,GA,30350,    ,(470)254-5890,PK,5,Not Virtual,399,341,58,57,215,190,163,131,169,142,,,,,,,,,1067,1067,5,140,359,134,0,38,79.5,33.961525,-84.351518,12-City: Mid-size,Fulton County,13.4,1-Yes,1-Yes,3,2,211,180,58,82,184,175,71,63,0,0,17,21,544,523,1,,,Regular school,Currently operational ,Elementary,391,No,No
-9391277.51,4023123.937,19848,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,North Springs High School,7447 Roswell Rd,,Atlanta,GA,30328,    ,(470)254-2490,9,12,Not Virtual,718,590,128,,,,,,,,,,,395,419,364,354,,1532,1532,2,302,759,383,0,55,95.40000153,33.957699,-84.363258,12-City: Mid-size,Fulton County,16.1,Not Applicable,Not Applicable,1,1,15,16,166,136,328,431,212,171,0,0,26,29,748,784,1,,,Regular school,Currently operational ,High,31,No,No
-9387751.216,4033704.007,19849,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Mimosa Elementary School,1550 Warsaw Rd,,Roswell,GA,30076,    ,(470)254-4540,PK,5,Not Virtual,678,626,52,57,120,110,124,111,138,121,,,,,,,,,781,781,0,624,94,44,0,10,67.19999695,34.036411,-84.331608,13-City: Small,Fulton County,11.6,1-Yes,1-Yes,0,0,3,6,332,292,46,48,30,14,0,0,6,4,417,364,1,,,Regular school,Currently operational ,Elementary,9,No,No
-9392024.895,4015287.404,19850,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,High Point Elementary School,520 Greenland Rd,,Atlanta,GA,30342,    ,(470)254-7716,PK,5,Not Virtual,306,299,7,49,104,114,126,105,121,107,,,,,,,,,726,726,0,247,154,252,0,38,52.40000153,33.899189,-84.369973,12-City: Mid-size,Fulton County,13.9,1-Yes,1-Yes,0,0,18,17,131,116,82,72,140,112,0,0,18,20,389,337,1,,,Regular school,Currently operational ,Elementary,35,No,No
-9414935.62,3987154.505,19851,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Westlake High School,2400 Union Rd SW,,Atlanta,GA,30331,    ,(470)254-6400,9,12,Not Virtual,985,844,141,,,,,,,,,,,524,527,474,548,,2073,2073,3,34,2005,1,0,23,117.8000031,33.689306,-84.575816,41-Rural: Fringe,Fulton County,17.6,Not Applicable,Not Applicable,1,2,3,4,14,20,924,1081,0,1,0,0,6,17,948,1125,1,,,Regular school,Currently operational ,High,7,No,No
-9393417.747,4022181.958,19852,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Spalding Drive Elementary,130 W Spalding Dr,,Atlanta,GA,30328,    ,(470)254-5880,PK,5,Not Virtual,97,88,9,44,63,60,66,71,61,55,,,,,,,,,420,420,1,71,78,190,0,29,33.09999847,33.950747,-84.382503,12-City: Mid-size,Fulton County,12.7,Not Applicable,Not Applicable,1,0,25,26,40,31,43,35,96,94,0,0,14,15,219,201,1,,,Regular school,Currently operational ,Elementary,51,No,No
-9404139.314,3983839.677,19853,1.30228E+11,2018-2019,GA,1302280,GA-660,Fulton County,Asa Hilliard Elementary School,3353 Mount Olive Rd,,East Point,GA,30344,    ,(470)254-8050,PK,5,Not Virtual,581,581,0,44,82,87,80,95,86,107,,,,,,,,,581,581,0,57,506,3,2,8,48.70000076,33.664489,-84.47883,21-Suburb: Large,Fulton County,11.9,1-Yes,1-Yes,0,0,2,3,27,30,259,247,1,2,0,2,3,5,292,289,1,,,Regular school,Currently operational ,Elementary,5,No,No
